video_id,qid,question,answer,a0,a1,a2,a3,a4,type
3383804222,4,what does the older panda do before hugging the baby panda in the middle?, look up for a while,stand at the side,go to woman in blue,splashing water,put trunk into mouth, look up for a while,TP
3372023610,12,what did the man in grey do before the lady in black took the microphone back?, sang into the microphone,smiling,leaning against high table, sang into the microphone,walk past him,looks at her while singing,TP
6618792571,7,what did the girl do before she moved forward?, pick up the toy spoon,take out candle,puts on baking sheet,walks away,put the fork in her mouth, pick up the toy spoon,TP
4087013668,7,what did the boy do before the lady in pink put the peels back into the bowl?, throw the peels back into the bowl,push food back in the mouth, throw the peels back into the bowl,blow candles,scoop more food in bowl,nodding and smiling,TP
5173770364,0,what does the baby do before tapping the adult's foot?, put one hand on it at the start,moves her hand,push two blocks closer,bite sock some more, put one hand on it at the start,kiss them,TP
4166942239,8,what does the man in red do before demonstrating to the man in the suit?, bend down and stand up straight,turn back, bend down and stand up straight,hold boy s hand,stand still for a while,eating and watching him,TP
5352022985,2,what did the woman do before the dog moves around?, pat the dog,look at girl, pat the dog,walk across,run away,walk away,TP
4635309062,11,what does the man in white do before the red meat in the pan turns color?, stir it for a while,yes,smiled and nodded, stir it for a while,step back and raise hands,take out the piece,TP
6898821807,9,what does the baby do before pushing the boy's hand away?, grabs the boy's hand,looks at the baby,helps the baby walk,stares at camera, grabs the boy's hand,hold the man s hand,TP
8211075660,0,what does the man in black do before the man with the phone stands still on the left?, appears at the side while talking,moves towards the window,ride away,serious,run past, appears at the side while talking,TP
4636208292,5,what does the man in beard do before picking up the glass of beer in the middle?, put down the drink bottle,roll over,pose to catch,drinks the cup,start playing the instruments, put down the drink bottle,TP
7114553643,7,what did the lady do before moving her hand down slowly near the end of the video?, pointed upwards,lie down,walk away from the table,shake her head,pick up toy, pointed upwards,TP
4219909195,4,what did the man do before the girl sits down?, pat the pillow, pat the pillow,jumping,get up,bite it,look into the toilet bowl,TP
3708066257,7,what does the woman do before coming back towards the man near the beginning?, stretch her arms away from the man,crawl away and stand up,walk away, stretch her arms away from the man,touch her own face,put her hands up,TP
6618792571,6,what did the girl do before she crawled in the middle of the video?, sit on the floor,carry baby up,lift up spoon, sit on the floor,try standing again,turned behind,TP
8464056582,7,what does the dog do before walking around at the end?, look at the hallway for a while,put something on the floor, look at the hallway for a while,went under sofa,sniff the bag and the wire,tried to play with the cat,TP
5237219621,6,what did the woman in black spectacles do before the woman in black near the tv started gesturing and speaking near the end?, speak,smile,play around the tv set, speak,move head,dance,TP
4272084125,6,what did the lady do before the man smiled?, finish talking, finish talking,stare at the screen,speaks,walks away,speak,TP
8253302563,1,what does the boy do before playing with the wheel at the start?, sit in the toy car for a while,stand up,hold onto boy,put on table in front,leaves the toy behind, sit in the toy car for a while,TP
5297811305,5,what does the baby do before falling back down?, be pulled up by the woman at the start,laugh,sit up,look into the camera, be pulled up by the woman at the start,put baby on leg,TP
8563398032,3,what does the other man do before the man with the black shirt with wording looks at him near the end?, lean back,look at computer,fall down the net,drink water,hand gesture, lean back,TP
6143391925,7,what did the baby do before the woman looked at the baby at the end of the video?, kick the ball,touch ball,touch her feet, kick the ball,push handle,lie down too,TP
3322503255,9,what did the person in the middle do before bending down?, approach the plane, approach the plane,skiing,sitting,continue eating,move phone away,TP
6201488511,4,what did the lady do before looking around in the middle of the video?, put her hand above her eyes,smiles at the baby,turned behind, put her hand above her eyes,looked at camera,smiles,TP
4217422838,7,what did the boy do before throwing the wrappers aside?, tear them from the spear,pick it up,moves the fork,stabilise himself,catch it, tear them from the spear,TP
3359075894,6,what does the man in grey do before walking backwards?, hit the ball, hit the ball,watching the game,kick some more,bend towards man in red,bend down,TP
2510696559,7,what does the boy do before doing a stunt in the middle of the video?, hop the bicycle,touch the vacumm clearner, hop the bicycle,fells on the ground,carry the baby down,follows him to dance,TP
6413546609,1,what does the person on the right do before clasping his hands together?, throw all the cards on the floor, throw all the cards on the floor,give toys to woman in orange,show the residue box,shakes his hand,stand up on sofa,TP
2930782930,0,what did the baby do before the lady waves her hand?, move his hand the first time, move his hand the first time,put the red bowl on head,kiss the baby,hold onto her dress,feed another time,TP
5205081904,6,what does the child do before picking up the grey toy near the end?, turn around, turn around,look at the girl,reach hand out,picks up the car,jumping near the adult s knee,TP
4955723618,0,what did the man next to the lady in black do before she smiled and spoke to him?, give her a microphone,hit them together,start singing,hand gestures, give her a microphone,move fingers across piano,TP
6205856607,7,what does the girl do before turning back to the man?, pat the horse,rub baby s face with a cloth,moving, pat the horse,look at baby,ready to ride,TP
11244289523,8,what did the baby do before the lady in black moved the plate?, tried to reach for the fork,pick up blanket,scoop and eat too, tried to reach for the fork,keeps it back,talk to the baby,TP
10042935613,11,what does the boy in red do before grabbing the food?, stand up,throw up the scarf, stand up,high five the man in white,happy,puts his paddle in it,TP
3376544720,8,what does the man in black do before the man in striped helps out the guy?, get on the bull,remove cap,put elbow up,ski down,talk, get on the bull,TP
13919236672,4,what did the girl do before picking up the blue object?, pick up the black hat,looked at it,rest her hand,put it somewhere else,look behind her, pick up the black hat,TP
5766018720,6,what did the baby do before playing with the guitar?, finish playing with the toy dog,touch dog,feed dog,train the dog, finish playing with the toy dog,looking left and right,TP
7416295940,6,what does the adult do before grabbing sand on it?, adjust the position of the toy car,give to baby,pat sand away,walk off,shake baby, adjust the position of the toy car,TP
2623954636,0,what did the boy do before looking at the camera in the middle of the video?, get up from the fall,hug girl, get up from the fall,walk around,picks up the helicopter,pick the ball up,TP
3131380536,6,what did the child do before sucking the spoon?, put the spoon in his mouth first time,ask for another,eat,shake the toy, put the spoon in his mouth first time,takes them out,TP
6516459343,8,what does the man in white do before changing the knife?, cut the shoes for a while,start talking,look at the girl playing, cut the shoes for a while,picked up his bottle,pass paper to woman,TP
8547321641,8,what did the baby do before walking to the sea?, walk up to the camera,rock chair,take the toy, walk up to the camera,tried to touch camera,stares at camera,TP
4949582792,1,what does the girl do before picking up the seatbelt?, rock the pram, rock the pram,sits down,pour on dog,adjusts the baby in grey,walk away and play,TP
2854886555,7,what did the boy do before walking away?, pick the fruit,looked down at ground, pick the fruit,eat food,puts his hand on the baby,put hand inside the toy,TP
2442307875,0,what do the children do before changing posture together in the middle?, move their arms to the side,close his eyes,turn around, move their arms to the side,faster,look up smile and move hand,TP
4166942239,6,what does the man in red do before the man in suits moves his body?, point out something about his feet, point out something about his feet,adjust sitting position,position and aim knife,look over,get off his horse,TP
10727696143,5,what did the boy do before talking to the person outside the door?, run to the door,walk towards the toy, run to the door,dance,run to kitchen,pet cat,TP
8457210773,5,what did the black dog with the red collar do before the brown dog mounted it in the middle?, walk past,smell its head,get up slightly, walk past,sits down,lovingly,TP
6806999702,10,what did the girl do before going to the adult at the end of the video?, finish playing with the ball,touch man s head,pick up something,push green obstacle away,caress the cat, finish playing with the ball,TP
4636208292,6,what do the people do before they touch each other's glasses at the end?, raise their glasses, raise their glasses,drink,dance,paint house,talk,TP
8740703217,3,what does she do before pushing it down at the end of the video?, reach to pick up another piece,talk to men,point at something,do a peace sign,happy, reach to pick up another piece,TP
7059877301,0,what did the light brown dog do before it stuck out its tongue near the beginning of the video?, turn its body, turn its body,went to another tub,runs after it,pat black and brown dogs,opened its eyes,TP
3340340268,10,what does the girl in green do before the girl in red walks away?, remove the basket from her head,hit her back, remove the basket from her head,run and catch him,put hands together,swing,TP
6018514357,5,what did the baby do before turning around?, stand up on the slide,stands near the corner,stretch out the hand holding board,looked confused, stand up on the slide,take the toy out,TP
6896884547,8,what does the baby do before tossing the ball down in the middle of the video?, hit the ball,shakes legs, hit the ball,lie down,breathe harder,lift the club up,TP
7572859950,4,what does the lady do before stretching the shirt in the middle?, help the baby to wear shorts, help the baby to wear shorts,pick up another toy,stand still in front,touch flame,kiss them,TP
4838145161,5,what did the cat do before watching the water flow?, jump into the sink with water,sit up then roll back,play with the hand, jump into the sink with water,follow the string,walk past,TP
3171006258,6,what did the man do before he stood up?, take off one of his skates,tidy hair,stands behind,step on the leash, take off one of his skates,walked to the corner,TP
3270490566,6,what does the man playing the guitar on the left do before looking behind him?, finish the song,pick up the black box,put down the guitar,clap, finish the song,pick up water bottle,TP
5919180502,4,what does the woman in the hat do before saying something?, look at the camera,hold up the bottle,laughs,standing at side of the path, look at the camera,wipe her face,TP
8253302563,2,what does the boy do before sitting down in the middle?, stand up and look around for a while, stand up and look around for a while,dance,sit on swing,walks away,take a few steps,TP
8252088130,4,what did the woman do before walking to show the camera?, adjust her hand in the middle,touch her bag,poke her face,pick up dog, adjust her hand in the middle,reach for something,TP
2821788355,7,what does the man do before touching the water?, cross the wave caused by the speedboat,boat capsized,throw something onto shore,grab float from back, cross the wave caused by the speedboat,strokes his beard,TP
4859057828,1,what did the lady in yellow do before the two other ladies put their arms around each other at the start?, stretch her arms out,sit down,grab her, stretch her arms out,hold baby s waist,pointing and laughing,TP
2552130183,9,what did the baby do before trying to walk?, hold tight to the lady's fingers,put on keyboard,playing with the baby, hold tight to the lady's fingers,put her hand on his forehead,kiss baby cheeks,TP
10030609934,11,what did the boy do before looking over the fence of the porch at the end of the video?, walk away,look back to keyboard,get off the scooter, walk away,looks down,carry the baby down,TP
7453733046,12,what did the boy in black do before walking to the playground?, fill his cup with water, fill his cup with water,water bottle,eats the food,wipe his mouth,talk with the woman in black,TP
5521781780,0,what does the man in grey do before taking a picture of the wall?, take a photo of the first structure at the start,enter the room, take a photo of the first structure at the start,wave,examine the object,pointed at the camera,TP
5885887012,5,what does the baby do before balancing herself after she stops near the start?, put both hands on the pole, put both hands on the pole,kiss them,catch back balloon,sit down,move baby s hand,TP
3321261856,1,what did the cat do before touching it?, look at the bait that the girl is holding,cut the meat,looked at the wall,walk past, look at the bait that the girl is holding,lies down,TP
4970148391,10,what does the boy do before dropping the bat and taking off the cap?, hit the second balloon,move his hand,start dancing, hit the second balloon,take off goggles,shake the man s hand,TP
11670386946,4,what does the man in brown do before looking at the paper?, smile at the camera,look around,drinks something, smile at the camera,laugh,drink from cup,TP
3060478605,3,what did the lady do before turning to the right side?, stop the horse in the middle, stop the horse in the middle,crawl,smiles,pick it up,swing around,TP
13919236672,6,what did the girl do before picking up something at the beginning of the video?, turn around herself,swing her leg,put on her shoulder,get out of car, turn around herself,adjust scarf,TP
4006608424,6,what does the man do before running backward near the middle?, get off the swing,kick some more,dig deeper into box,throw the bucket,hit with bat, get off the swing,TP
10597533885,5,what does the baby do before going back to the original house at the end?, play with the toy house in yellow,hiding,play the instrument,squat down, play with the toy house in yellow,looked curiously,TP
2782658657,1,what does the girl in white do before turning behind at the beginning?, look down, look down,look into camera,continue talking,put plastic in pocket,place it on the top,TP
6754608321,6,what does the girl do before touching the baby's stomach in the middle?, hug the baby,bring book closer to baby,walks away,remove bib, hug the baby,smile,TP
8064178441,6,what did the baby do before the girl kept it standing?, put down the toy,stand up, put down the toy,hold the baby,kick is away,laugh,TP
6624174621,3,what did the lady do before blowing the candles?, stand up,walks to the television,talk to girl,playing golf, stand up,swing her body,TP
3046900922,4,what does the man do before walking backwards?, put the child down, put the child down,look at baby,put baby on chest,put his arms back up,pick up grass,TP
8627074061,2,what did the lady do before unfolding the green art piece?, take it out from the bag, take it out from the bag,walks into the kitchen,nods her head,raised up both hands,keeps looking straight,TP
6160414832,8,what did the man in black do before the boy in yellow picks the dice up?, place the dices in one corner,adjust the blocks, place the dices in one corner,run away with ball,get up,show coin to camera,TP
8171216955,7,what did the girl do before moving backward?, hit the toy every time,pour the sand out,walks away,walk to white basket, hit the toy every time,happy,TP
2920952624,9,what does the shorter woman do before opening the fridge?, talk with the taller woman,stir fry,starts speaking, talk with the taller woman,hug the woman,relaxed,TP
9498159305,6,what did the penguin do before looking around?, break at the earphones,walk across the table, break at the earphones,move towards the lady,jumps down,try to bite,TP
3270490566,4,what does the man playing the drum do before waving to someone?, finish the song,stares at everyone, finish the song,put instrument down,clap,pat his legs,TP
3124551255,5,what does the boy do before talking to the lady?, look up at the start,singing,playing with sticks, look up at the start,kick the bottle,playing the guitar,TP
4444192938,9,what did the girl in pink do before the boy in red looked at the ground?, touched his bag,got imbalanced, touched his bag,goes to help,put both hands by her side,point to the lady in black,TP
3960291106,6,what does the man in white do before wiping his eyes with a towel?, cover his mouth using his hand,on his thighs, cover his mouth using his hand,listen,look into mug,throws it inside the cage,TP
5902452647,5,what does the woman in jeans do before taking a photo at the end?, move her knees, move her knees,put up her finger,reach for something,run around stage,put hand down,TP
5854324479,5,what does the man in dark brown do before walking back?, make a few hand gestures and smile,sway his body,looks at paper,look towards the man talking, make a few hand gestures and smile,look up,TP
2547885226,5,what does the kid do before kicking sand off his shoes?, stand up,pointed at the sandals, stand up,bring jacket away,swing the dog,smile and walk forward,TP
2705374471,5,what does the baby do before turning his head in the middle of the video?, stretch his arms and legs,look towards the camera, stretch his arms and legs,bites the toy,show baby s face,pushing box,TP
4635309062,6,what does the man in black do before the man in white washes his hands near the end?, pick up the white bowl,touch donkey s head,put bread down, pick up the white bowl,reads from card,step back and raise hands,TP
6183104292,1,what does the man do before the tiger eats?, pour the food,happy,look attentively at the food,walk away, pour the food,open the tap,TP
3192668394,7,what does the man in black do before drinking?, wipe his mouth,touch his fingers, wipe his mouth,feeds the cat,shake finger,snaps his fingers,TP
6244675392,8,what does the man do before the cat jumps down?, leans backwards,cat bed,spoon,enjoying it,look into the toilet bowl, leans backwards,TP
5667931404,5,what does the boy do before the truck shifts forward?, stand up,touch shoulders,go behind the purple pillar,pretending to drive,move away, stand up,TP
7308042410,6,what did the girl do before putting the sandpaper away?, finish smoothing the pot,climb up the broom,continue feeding, finish smoothing the pot,wears clothes,back into baby s mouth,TP
5623068492,8,what does the man with white hair do before the man with black hair moves the defender?, bend his head down, bend his head down,talk to the lady,lean forward,look at man in white,sway his body,TP
7888256388,1,what did the lady do before the dog sniffed her shoe?, remove her hands,wait,shift her weight,pats the dog,lick the table, remove her hands,TP
2809330695,8,what does the baby do before the tiger toy swings around fast?, kick it,smile,raise the ball in hand, kick it,back away,went to play slide,TP
4882821564,6,what did the boy do before walking to the sofa?, walk towards the woman with a present, walk towards the woman with a present,goes away,look at camera,placed around the house,stand behind the wall,TP
3960291106,7,what does the woman in black do before clapping at the end of the video?, put her hands on her face,walk to boy in white,point at something, put her hands on her face,talks to him,walk backwards,TP
11244289523,6,what did the lady in black do before eating the lettuce at the beginning?, pick up the lettuce, pick up the lettuce,carry it and walk to sofa,jump,take out remaining wrapper,give to the man in grey,TP
4626535366,5,what did the children do before bowing down?, give their presentation,pick up the fork,lick them,pass microphone to next person, give their presentation,picks up the grey toy,TP
4336654741,7,what does the baby do before imitating the lady?, shake her head at the end, shake her head at the end,move hands into water,kick legs up,push baby back,lady copied baby,TP
3124551255,7,what does the brown dog do before crawling to the toy?, sniff the boy at the start,touch boy s nose, sniff the boy at the start,fly away,take blue toy from elmo s mouth,eat,TP
6168295272,8,what did the girl in blue do before walking to the lady in blue?, finish dancing,open her arms wide,laughs,jump, finish dancing,look at girl in white,TP
8464056582,6,what does the baby do before crawling?, sit for a while in the middle,turn around, sit for a while in the middle,touch the cloth,create waves,withdrew toy,TP
9208803675,3,what does the lady in red do before the lady in green swings at the start?, give her a push,kicks again,look around, give her a push,look at girl in red,adjusting the girl s hair,TP
4761953886,3,what does the dog do before leaving at the end?, sit up, sit up,sniff the babys head,eat the food,run away,jump around,TP
4094488636,3,what did the brown dog do before the black dog walked?, walk away from the pole nearing the end,shocked,lick its head, walk away from the pole nearing the end,lick the other dog,block the grey dog,TP
7059877301,9,what did the light brown dog do before going to another tub near the end of the video?, get out from the tub,switch on back, get out from the tub,bite the toy,move away,chase the dog,TP
7531285946,5,what did the lady do before the cameraman climbed the ladder?, cross over to the other side,looks forward,moves backward,lean on him,nod, cross over to the other side,TP
5586394125,8,what did the dog with white leash do before sniffing the ball?, move away from the woman,run to the brown dog, move away from the woman,ignores,turn around,get agitated,TP
4412508597,0,what did the boy do before making funny faces?, tie the strap around his wrist,touch the cat,help boy get down,take food, tie the strap around his wrist,look at baby,TP
6233408665,5,what did the lady in pink do before clasping her hands?, adjust her shirt, adjust her shirt,turn back,keeps the frame down,carry teddy bear,stop,TP
12392885583,4,what did the boy do before turning around?, get the pacifier,pass toy to baby,make funny faces, get the pacifier,take more food,smile,TP
2567843468,6,what does the girl do before grabbing the starfish at the beginning?, splash the water,pour the sand out,drink it,happy as they smile,pick up the bucket, splash the water,TP
4219909195,8,what did the girl do before looking to her left?, sit down, sit down,turn her front,smiling,put up her finger,dance,TP
6205856607,3,what does the girl do before facing the man?, tuck her hair behind her ear, tuck her hair behind her ear,phone,raise her hand,eat it,turn head,TP
3322503255,5,what did the person on the right do before the person in the middle walked towards the plane?, stop doing hand gestures,pull the swing and then push it,walked to the corner,turn to his right,cross his hands together, stop doing hand gestures,TP
11565498775,7,what happens to the structure before the boy moves the handle up?, nothing,reach for the airconditioners,make two thumbs up, nothing,clap,bring jacket away,TP
6297019062,4,what did the person do before putting the baby's hand on the purple chair?, push the baby in the pink chair towards the other babies,juggle,started singing,put in her mouth,drops the pink package, push the baby in the pink chair towards the other babies,TP
4378803532,6,what did the boy in stripped do before he picked up the sparkles?, drop them on the floor,stood up,fell down in the pool, drop them on the floor,pick up toys,bend down to pick it,TP
4970148391,9,what does the boy do before removing his spectacles?, hit the first balloon,stop crying, hit the first balloon,look at mirror,hold railing of bed,play with toys,TP
4978714491,3,what did the white bus do before the green bus stopped beside it?, stop behind the white line,turn,blowing bubbles,smile, stop behind the white line,accelerates,TP
4896969617,6,what did the boy do before he ran?, stand up from the slide,move his arms,move towards the stairs,throw the stone, stand up from the slide,climb over something to sit,TP
5863411262,3,what does the man in white shirt do before walking away?, caress the donkey at the start,stir fry meat, caress the donkey at the start,touch the donkey s nose,feed the cameraman,look at him,TP
3063380173,5,what did the kitten outside the container do before looking at the cat in the container?, stand up in the middle of the video,sit down in front ot he person, stand up in the middle of the video,close his right eye,stood up,laugh,TP
4123211145,5,what did the girl in yellow do before throwing and catching the towel?, catch the towel, catch the towel,take the brush out,chase her,hit her with cushion,lean forward,TP
11566980553,6,what does the boy do before unwrapping the present?, pick up the second present,touch man s hoodie,take the phone out,smile, pick up the second present,look at the girl,TP
4273039295,12,what does the woman in green beanie do before the child walks back?, pull him up and clean his down jacket, pull him up and clean his down jacket,stand at the same spot,get up,says hi,raise their heads,TP
3508459605,0,what does the man do before walking towards the toy?, run across the toy at the start,swings again, run across the toy at the start,follow baby,hold the swing,move body,TP
3066064005,7,what does the woman in black do before the lady in red walks over?, point her finger,looked down,move body,gesture to red cloth, point her finger,point also,TP
7492398760,8,what does the man do before putting the girl down?, swing the girl for a while at the start, swing the girl for a while at the start,nod,take out a doll,bounces her,he touch her cheeks,TP
3897746373,8,what did the girl in pink do before standing on the plank?, swim,taps water with her foot,take the brush out,raise hands for dance moves, swim,move her hands away from her thighs,TP
6025238212,3,what does the man do before the girl in black starts talking at the start?, approach her,moves her hands in the air,blowing, approach her,cover her mouth,dance,TP
2614918961,6,what does the baby do before turning around at the end?, put one of his hands out of the table, put one of his hands out of the table,rub it on the tray,put bowl on his head,touch the book,cry again,TP
5256928210,5,what did the man do before scratching the dog's body near the start?, scratch the ends of the dog,wag tail,play with toy, scratch the ends of the dog,walk away,look at hand,TP
9473479950,7,what did the lady do before she smiled and laughed?, tilted away from the baby in the middle of the video, tilted away from the baby in the middle of the video,put her hand on forehead,hug baby,pick up leaves,carry baby up,TP
4127497265,6,what did the baby do before shaking the toy?, chew the toy, chew the toy,picks up the car,put it down,excited,bites it,TP
3897746373,2,what did the girl in pink do before the man helps her up?, swim,talk to the person in front,stand at the side, swim,happy,moves her hand,TP
8455160795,1,what does the person with a stick do before walking away near the start?, suddenly move forward onto the shore,pick up and push boys away,performance, suddenly move forward onto the shore,swim quickly away,fishes,TP
7887764754,6,what does the baby do before feeding the dog?, tear some food out in the middle,he ate it,observe the gift,smiling,push food back in the mouth, tear some food out in the middle,TP
5603283408,2,what does the girl do before running right at the start?, turn around,touch the screen,touching her head,squatting,eating something, turn around,TP
8505893258,7,what did the lady in pink do before kissing the hand?, hold the leftmost girl's hands,talk,look into the camera,hold something and walk onto sand,pick up hat, hold the leftmost girl's hands,TP
3846475848,4,what does the man do before lifting the ferret up?, clean one side of the ferret,walk to baby,enters a room, clean one side of the ferret,close the bottle,keep tools in cabinet,TP
7887764754,3,what does the dog do before eating at the start?, get food from the baby,get dog to do tricks,sit down,pushed him away, get food from the baby,look at camera,TP
4372494989,5,what does the man do before praying and bowing?, stand up, stand up,dancing to rhythm,push the float,jump,dance battle,TP
4419096437,6,what does the person do before stroking the cat?, lay his hand on the cat,move its head,zooms into the tap,walks across, lay his hand on the cat,retaliate,TP
2871995580,5,what did the boy do before walking to the box at the start of the video?, pick up the ball,play with instrument,throw it at dog, pick up the ball,turns the bike around,jumps on the sofa,TP
3562017845,0,what did the bird do before bending down?, step into the water, step into the water,walk around,look around,lifts up his leg,moves around,TP
5427285434,3,what did the boy do before touching his head at the end?, stop dancing,walk away,pose with his hands, stop dancing,stands up,turn around,TP
4151403382,5,what does the boy in striped bib do before crawling to the books?, fall down,stay on the ground,lie on his back,run towards the man, fall down,stand up,TP
2567843468,11,what does the girl do before the starfish floats away in the beginning?, splash the water,stand on the plank,clap her hands,stand at the side,amazed, splash the water,TP
6896884547,6,what did the ball do before the baby climbed down?, drop down onto the floor,sits down, drop down onto the floor,get up and dance,drive up,cycle,TP
4846820256,7,what did the boy do before holding the rope on his shoulder at the end of the video?, turned back,kiss the train, turned back,write on book,motorcycle drove past,walk away from room,TP
2793260225,8,what did the lady do before getting back up?, fall,walks to her, fall,wobbles,sit down,crawl,TP
9531760182,5,what did the lady do before putting the bowl on the table?, take it from the baby, take it from the baby,put the fork down,pull her back,pick up the seatbelt,put the fork in her mouth,TP
5945172741,3,what does the girl do before getting off the bed?, get the red and black ball from the man,look into the ball,walk back,bounced too, get the red and black ball from the man,attract the dog,TP
6018514357,1,what did the baby do before walking?, come off the slide,push the toy along, come off the slide,roll onto her stomach,wants to go again,move his hands and legs faster,TP
6205856607,2,what does the girl do before the horse licks her in the middle of the video?, pat it, pat it,lift the club up,put finger in her mouth,look down,look into camera and smiled,TP
8464056582,0,what does the dog do before turning away?, jump back at the start,spread its legs,eat the food, jump back at the start,hop forward,keep peeking at dog,TP
11276567104,3,what does the priest do before patting her shoulders and talking?, let go of the woman's head,clap again,hold hands out around the baby,pat his head, let go of the woman's head,crawl,TP
9565310990,9,what does the baby do before touching the cloth?, stop for a while in the middle,crawl to adult,rest,jumping near the adult s knee,look at the dog, stop for a while in the middle,TP
8330342965,8,what does the girl do before throwing the airplane again?, pick up the airplane,put on shoes,continue cycling, pick up the airplane,follows it down,move towards the slope,TP
9408800471,9,what does the dog do before trying to catch the balloon?, the boy throws it up, the boy throws it up,rolled away,go to the person in sandals,swipe of dirt,to play with the girl,TP
2796821016,7,what does the boy in striped do before rolling in the opposite direction?, get his leg off the other boy,bend his body,talk to camera, get his leg off the other boy,moving ti around,walk away,TP
2796821016,5,what do the boys do before rolling around?, lie down,put his arms back up,play with toy,talk to camera,grab the back of his chair, lie down,TP
3145698830,3,what does the baby do before holding the book in his hands?, take out the book from the stocking,her hand,lie on the bed,bite it, take out the book from the stocking,play with fork,TP
2809330695,7,what happens to the baby before it falls onto his back?, fails to flip over,suck thumb,jumping near the adult s knee,climb on man,play with bottle, fails to flip over,TP
3340340268,5,what did the girl in green do before the girl in red walked away?, remove the bucket in the middle,gesture to red cloth,hold onto her, remove the bucket in the middle,stop riding,remove the paper too,TP
2614918961,7,what does the boy in grey do before moving closer to the basket near the end of the video?, stand up,use chopsticks point,look at the camera, stand up,walked out of video,blows the boat,TP
4273039295,9,what does the child do before trying to scoop snow out?, stop at a tree,play guitar and sing,crawl to adult, stop at a tree,lick them,pat the chair,TP
3897746373,5,what did the man do before talking to the other girl?, support the girl in pink in the middle of the video,attract the dog,look down,stand at the side of the stage,stand up, support the girl in pink in the middle of the video,TP
7499763064,0,what does the man above do before the lady in blue takes a step up at the start?, start taking a step up, start taking a step up,open her arms wide,goes to get food,rope,hold other man s hand,TP
2535384528,7,what does the man do before walking away?, finish observing the ball, finish observing the ball,caps the bottle,hug and dance,laugh,pass the microphone to lady,TP
3066064005,6,what do the women do before standing around and talking?, reach their correctly assigned seats, reach their correctly assigned seats,sit on grass,smiling,singing,put up her finger,TP
3026084730,1,what did the man in the middle do before he buttoned his blazer at the beginning of the video?, put the paper into his pocket,write on book,started singing again, put the paper into his pocket,moves his hand away,look back to keyboard,TP
5061117640,7,what does the man in grey do before putting the burger down?, smell it, smell it,stand on hind legs,eat it,take the food away,climbs up the wooden plank,TP
6277800530,3,what did the driver do before speeding up?, ride out of the water,spit water out, ride out of the water,phone,stop moving,scoop food with a spoon,TP
3121571439,6,what do the couple do before releasing each other at the start?, move left and right,paraglided,start dancing,point to her left,feed baby, move left and right,TP
3340340268,7,what did the girl in green do before putting the bucket back?, remove the bucket in front of the dog,sit down,pat the baby s back,touch the toy, remove the bucket in front of the dog,put hand on table,TP
5987365500,6,what does the girl do before she laughs?, remove the toy microphone,make it move,pick it up,put in basket,tickle the baby, remove the toy microphone,TP
6046149003,3,what did the girl in white do before turning back to the window?, turn around in the middle, turn around in the middle,point to someone,blow candle,holds onto a plastic box,takes a photo,TP
3124551255,6,what does the boy do before putting the toy into his mouth at the start?, put his hand into the mouth of the toy,sit down,laugh,play with toy, put his hand into the mouth of the toy,put hand inside the toy,TP
3206694342,4,what do the people do before they dance near the middle?, turn around,rock climbing,singing, turn around,smoke,discussion,TP
7001078933,5,what did the man with black helmet do before the man with white helmet pushed the man in the black jacket?, push the man with white helmet,goes away, push the man with white helmet,laugh,arm wrestle,fell on the ground,TP
11871253306,2,what does the boy in white sleeves do before chasing the ball?, see the ball running,wait for teammates,run off,throw to make splash,walk towards the water, see the ball running,TP
8531675050,9,what does the woman do before the man eats and speaks?, walk away from him,pick up something from ground, walk away from him,shake her hand,speak,stopped the bicycle,TP
3972259774,2,what did the man in yellow do before kneeling?, give the box to the lady,close door,imitate his actions,look at it, give the box to the lady,look at book,TP
5561024834,8,what does the boy do before running towards the bookshelf?, get up from the floor,sing,stand up, get up from the floor,move backwards,tickle him,TP
4164771889,2,what did the boy in red pants do before playing with sand?, change his position,push backwards,shakes his head,push his bicycle up,jump into water, change his position,TP
6163877860,4,what does the baby do before looking over the sofa?, accidentally kick something off the sofa,touch adult s hand,tried to get up again, accidentally kick something off the sofa,pick back up,move his arms,TP
6244675392,6,what did the person do before the baby fed the cat at the beginning of the video?, hand her the food,eats the food,put on sofa,poke dough, hand her the food,move spoon slowly towards baby,TP
10607095936,9,what does the lady do before passing the microphone to the red cape man at the end?, the man in red vest finishes talking,happy,laugh,look left and right, the man in red vest finishes talking,move away,TP
6542914065,4,what does the man in grey do before throwing the ball in the middle?, look at the other three people for a while,pointing on his palm, look at the other three people for a while,shakes head,move to the side,look at him and listen,TP
3741143820,6,what did the man in white do before the man wearing the cape talks to the audience?, show his stick,tries to put out fire,drink something,walk away,interested, show his stick,TP
3851961428,2,what did the man in red do before helping the boy in blue?, see the boy in blue struggle,get up,slap his hand on the floor,gets up and wipe his hands, see the boy in blue struggle,walk off,TP
7308042410,5,what did the girl do before looking around in the middle of the video?, smile,smiles at the baby,touch her eyes,put her head on him,push green obstacle away, smile,TP
2793806282,9,what did the man do before the black dog swam after the blue toy?, throw the blue toy,touch its face,put elbow up, throw the blue toy,jump up and down,blocks the ball,TP
4244817395,10,what does the boy do before taking out a basket near the end?, the lady points at the cupboard underneath him,lick and chew,eat soup, the lady points at the cupboard underneath him,clap,look at camera,TP
