video_id,qid,question,answer,a0,a1,a2,a3,a4,type
4166942239,8,what does the man in red do?,demonstrate to man in suit after bending down and standing up straight,demonstrate to man in suit before bending down and standing up straight,demonstrate to man in suit after bending down and standing up straight,demonstrate to man in suit prior to bending down and standing up straight,demonstrate to man in suit when bending down and standing up straight,bending down and standing up straight after demonstrate to man in suit,TN
5352022985,2,what does the dog do?,moves around after it was pattted by the woman,moves around before it was pattted by the woman,moves around after it was pattted by the woman,moves around prior to it was pattted by the woman,moves around when it was pattted by the woman,it was pattted by the woman after moves around,TN
4635309062,11,what happens to the red meat in the pan?,turns colour after the man in white stirs it for a while,turns colour before the man in white stirs it for a while,turns colour prior to the man in white stirs it for a while,turns colour after the man in white stirs it for a while,turns colour when the man in white stirs it for a while,the man in white stirs it for a while after turns colour,TN
6898821807,9,what does the baby do?,pushes it away after grabbing the boy s hand,pushes it away before grabbing the boy s hand,pushes it away prior to grabbing the boy s hand,pushes it away when grabbing the boy s hand,pushes it away after grabbing the boy s hand,grabbing the boy s hand after pushes it away,TN
8211075660,0,what does the man with the phone do after appearing at the side?,stands still on the left while the man in black was talking,stands still on the left before the man in black was talking,stands still on the left after the man in black was talking,stands still on the left prior to the man in black was talking,stands still on the left posterior to the man in black was talking,stands still on the left while the man in black was talking,TN
4636208292,5,what does the man in beard do in the middle?,picks up the glass of beer after putting down the drink bottle,picks up the glass of beer before putting down the drink bottle,picks up the glass of beer prior to putting down the drink bottle,picks up the glass of beer when putting down the drink bottle,putting down the drink bottle after picks up the glass of beer,picks up the glass of beer after putting down the drink bottle,TN
7114553643,7,what did the lady do?,moved her hand down slowly after she pointed upwards near the end of the video,moved her hand down slowly before she pointed upwards near the end of the video,moved her hand down slowly prior to she pointed upwards near the end of the video,moved her hand down slowly when she pointed upwards near the end of the video,she pointed upwards near the end of the video after moved her hand down slowly,moved her hand down slowly after she pointed upwards near the end of the video,TN
4219909195,4,what did the girl do?,sit down after the man pat the pillow,sit down after the man pat the pillow,sit down before the man pat the pillow,sit down prior to the man pat the pillow,sit down when the man pat the pillow,the man pat the pillow after sit down,TN
3708066257,7,what does the woman do?,comes back towards the man after stretching her arms away from the man near the beginning,comes back towards the man before stretching her arms away from the man near the beginning,comes back towards the man prior to stretching her arms away from the man near the beginning,comes back towards the man after stretching her arms away from the man near the beginning,comes back towards the man when stretching her arms away from the man near the beginning,stretching her arms away from the man near the beginning after comes back towards the man,TN
6618792571,6,what did the girl do in the middle of the video?,crawls after she sat on the floor,crawls before she sat on the floor,crawls prior to she sat on the floor,crawls after she sat on the floor,crawls when she sat on the floor,she sat on the floor after crawls,TN
8464056582,7,what does the dog do at the end?,walk around after looking at the hallway for a while,walk around before looking at the hallway for a while,walk around after looking at the hallway for a while,walk around prior to looking at the hallway for a while,walk around when looking at the hallway for a while,looking at the hallway for a while after walk around,TN
5237219621,6,what did the woman in black near the tv do near the end?,start gesturing and speaking after the woman in black spectacles spoke,start gesturing and speaking before the woman in black spectacles spoke,start gesturing and speaking prior to the woman in black spectacles spoke,start gesturing and speaking after the woman in black spectacles spoke,start gesturing and speaking when the woman in black spectacles spoke,the woman in black spectacles spoke after start gesturing and speaking,TN
4272084125,6,what did the man do?,smile after the lady finished talking,smile after the lady finished talking,smile before the lady finished talking,smile prior to the lady finished talking,smile when the lady finished talking,the lady finished talking after smile,TN
8253302563,1,what does the boy do at the start?,play with wheel after sitting in the toy car for a while,play with wheel before sitting in the toy car for a while,play with wheel prior to sitting in the toy car for a while,play with wheel when sitting in the toy car for a while,sitting in the toy car for a while after play with wheel,play with wheel after sitting in the toy car for a while,TN
5297811305,5,what does the baby do at the start?,falls back down after being pulled up by the woman,falls back down before being pulled up by the woman,falls back down prior to being pulled up by the woman,falls back down when being pulled up by the woman,falls back down after being pulled up by the woman,being pulled up by the woman after falls back down,TN
8563398032,3,what does the man with black shirt with wording do near the end?,look at him after the other man leans back,look at him before the other man leans back,look at him prior to the other man leans back,look at him when the other man leans back,the other man leans back after look at him,look at him after the other man leans back,TN
6143391925,7,what did the woman do at the end of the video?,look at the baby after the baby kicked the ball,look at the baby before the baby kicked the ball,look at the baby prior to the baby kicked the ball,look at the baby after the baby kicked the ball,look at the baby when the baby kicked the ball,the baby kicked the ball after look at the baby,TN
3322503255,9,what did the person in the middle do?,bend down after he approached the plane,bend down after he approached the plane,bend down before he approached the plane,bend down prior to he approached the plane,bend down when he approached the plane,he approached the plane after bend down,TN
6201488511,4,what did the lady do in the middle of the video?,looks round after she put her hand above her eyes,looks round before she put her hand above her eyes,looks round prior to she put her hand above her eyes,looks round after she put her hand above her eyes,looks round when she put her hand above her eyes,she put her hand above her eyes after looks round,TN
4217422838,7,what did the boy do with the wrappers?,throw it aside after he tore them from the spear,throw it aside before he tore them from the spear,throw it aside prior to he tore them from the spear,throw it aside when he tore them from the spear,he tore them from the spear after throw it aside,throw it aside after he tore them from the spear,TN
3359075894,6,what does the man in grey do?,walk backwards after hitting the ball,walk backwards after hitting the ball,walk backwards before hitting the ball,walk backwards prior to hitting the ball,walk backwards when hitting the ball,hitting the ball after walk backwards,TN
2510696559,7,what does the boy do in the middle of the video?,do a stunt after hopping the bicycle,do a stunt before hopping the bicycle,do a stunt after hopping the bicycle,do a stunt prior to hopping the bicycle,do a stunt when hopping the bicycle,hopping the bicycle after do a stunt,TN
6413546609,1,what does the person on the right do?,clasp his hands together after throwing all the cards on the floor,clasp his hands together after throwing all the cards on the floor,clasp his hands together before throwing all the cards on the floor,clasp his hands together prior to throwing all the cards on the floor,clasp his hands together when throwing all the cards on the floor,throwing all the cards on the floor after clasp his hands together,TN
2930782930,0,what did the lady do the first time?,waves her hand after the baby moved his hand,waves her hand after the baby moved his hand,waves her hand before the baby moved his hand,waves her hand prior to the baby moved his hand,waves her hand when the baby moved his hand,the baby moved his hand after waves her hand,TN
5205081904,6,what does the child do near the end?,picks up the grey toy after turning around,picks up the grey toy after turning around,picks up the grey toy before turning around,picks up the grey toy prior to turning around,picks up the grey toy when turning around,turning around after picks up the grey toy,TN
4955723618,0,what did the lady in black do?,smile and speak to man after the man next to her gave her a microphone,smile and speak to man before the man next to her gave her a microphone,smile and speak to man prior to the man next to her gave her a microphone,smile and speak to man when the man next to her gave her a microphone,smile and speak to man after the man next to her gave her a microphone,the man next to her gave her a microphone after smile and speak to man,CH
6205856607,7,what does the girl do?,turn back to man after patting the horse,turn back to man before patting the horse,turn back to man prior to patting the horse,turn back to man after patting the horse,turn back to man when patting the horse,patting the horse after turn back to man,TN
11244289523,8,what did the lady in black do?,moves the plate after the baby tried to reach for the fork,moves the plate before the baby tried to reach for the fork,moves the plate prior to the baby tried to reach for the fork,moves the plate after the baby tried to reach for the fork,moves the plate when the baby tried to reach for the fork,the baby tried to reach for the fork after moves the plate,TN
10042935613,11,what does the boy in red do?,grab the food after standing up,grab the food before standing up,grab the food after standing up,grab the food prior to standing up,grab the food when standing up,standing up after grab the food,TN
3376544720,8,what does the man in striped do?,help out guy after the man in black gets on the bull,help out guy before the man in black gets on the bull,help out guy prior to the man in black gets on the bull,help out guy when the man in black gets on the bull,the man in black gets on the bull after help out guy,help out guy after the man in black gets on the bull,TN
13919236672,4,what did the girl do?,pick up blue object after she picked the black hat up,pick up blue object before she picked the black hat up,pick up blue object prior to she picked the black hat up,pick up blue object when she picked the black hat up,she picked the black hat up after pick up blue object,pick up blue object after she picked the black hat up,TN
5766018720,6,what did the baby do?,play with guitar after she finished playing with the toy dog,play with guitar before she finished playing with the toy dog,play with guitar prior to she finished playing with the toy dog,play with guitar when she finished playing with the toy dog,play with guitar after she finished playing with the toy dog,she finished playing with the toy dog after play with guitar,TN
7416295940,6,what does the adult do?,grab sand on it after adjusting the position of the toy car,grab sand on it before adjusting the position of the toy car,grab sand on it prior to adjusting the position of the toy car,grab sand on it when adjusting the position of the toy car,adjusting the position of the toy car after grab sand on it,grab sand on it after adjusting the position of the toy car,TN
2623954636,0,what did the boy do in the middle of the video?,look at the camera after he got up from the fall,look at the camera before he got up from the fall,look at the camera after he got up from the fall,look at the camera prior to he got up from the fall,look at the camera when he got up from the fall,he got up from the fall after look at the camera,TN
3131380536,6,what did the child do?,suck the spoon after he put the spoon in his mouth first time,suck the spoon before he put the spoon in his mouth first time,suck the spoon prior to he put the spoon in his mouth first time,suck the spoon when he put the spoon in his mouth first time,suck the spoon after he put the spoon in his mouth first time,he put the spoon in his mouth first time after suck the spoon,TN
6516459343,8,what does the man in white do?,change knife after cutting the shoes for a while,change knife before cutting the shoes for a while,change knife prior to cutting the shoes for a while,change knife after cutting the shoes for a while,change knife when cutting the shoes for a while,cutting the shoes for a while after change knife,TN
8547321641,8,what did the baby do?,walk to the sea after he walked up to the camera,walk to the sea before he walked up to the camera,walk to the sea prior to he walked up to the camera,walk to the sea after he walked up to the camera,walk to the sea when he walked up to the camera,he walked up to the camera after walk to the sea,TN
4949582792,1,what does the girl do?,pick up the seatbelt after rocking the pram,pick up the seatbelt after rocking the pram,pick up the seatbelt before rocking the pram,pick up the seatbelt prior to rocking the pram,pick up the seatbelt when rocking the pram,rocking the pram after pick up the seatbelt,TN
2854886555,7,what did the boy do?,walked away after picking the fruit,walked away before picking the fruit,walked away after picking the fruit,walked away prior to picking the fruit,walked away when picking the fruit,picking the fruit after walked away,TN
2442307875,0,what do the children do in the middle?,change posture together after they moved their arms to the side,change posture together before they moved their arms to the side,change posture together prior to they moved their arms to the side,change posture together after they moved their arms to the side,change posture together when they moved their arms to the side,they moved their arms to the side after change posture together,TN
4166942239,6,what does the man in suits do?,move his body after the man in red points out something about his feet,move his body after the man in red points out something about his feet,move his body before the man in red points out something about his feet,move his body prior to the man in red points out something about his feet,move his body when the man in red points out something about his feet,the man in red points out something about his feet after move his body,TN
10727696143,5,what did the boy do?,talk to person outside door after running to the door,talk to person outside door before running to the door,talk to person outside door after running to the door,talk to person outside door prior to running to the door,talk to person outside door when running to the door,running to the door after talk to person outside door,TN
8457210773,5,what did the brown dog do in the middle?,mount the black dog after the black dog with red collar walked past,mount the black dog before the black dog with red collar walked past,mount the black dog prior to the black dog with red collar walked past,mount the black dog after the black dog with red collar walked past,mount the black dog when the black dog with red collar walked past,the black dog with red collar walked past after mount the black dog,TN
6806999702,10,what did the girl do at the end of the video?,go to the adult after she finished playing with the ball,go to the adult before she finished playing with the ball,go to the adult prior to she finished playing with the ball,go to the adult when she finished playing with the ball,she finished playing with the ball after go to the adult,go to the adult after she finished playing with the ball,TN
4636208292,6,what does the people do at the end?,touch each other s glasses after raising their glasses,touch each other s glasses after raising their glasses,touch each other s glasses before raising their glasses,touch each other s glasses prior to raising their glasses,touch each other s glasses when raising their glasses,raising their glasses after touch each other s glasses,TN
8740703217,3,what does she do at the end of the video?,push it down after she reaches to pick up another piece,push it down before she reaches to pick up another piece,push it down prior to she reaches to pick up another piece,push it down when she reaches to pick up another piece,she reaches to pick up another piece after push it down,push it down after she reaches to pick up another piece,TN
7059877301,0,what did the light brown dog do?,stuck out its tongue after it turned its body near the beginning of the video,stuck out its tongue after it turned its body near the beginning of the video,stuck out its tongue before it turned its body near the beginning of the video,stuck out its tongue prior to it turned its body near the beginning of the video,stuck out its tongue when it turned its body near the beginning of the video,it turned its body near the beginning of the video after stuck out its tongue,TN
3340340268,10,what does the girl in red do?,walks away after the girl in green removes the basket from her head,walks away before the girl in green removes the basket from her head,walks away after the girl in green removes the basket from her head,walks away prior to the girl in green removes the basket from her head,walks away when the girl in green removes the basket from her head,the girl in green removes the basket from her head after walks away,TN
6018514357,5,what did the baby do?,turned around after standing up on the slide,turned around before standing up on the slide,turned around prior to standing up on the slide,turned around when standing up on the slide,turned around after standing up on the slide,standing up on the slide after turned around,TN
6896884547,8,what does the baby do in the middle of the video?,toss ball down after hitting the ball,toss ball down before hitting the ball,toss ball down after hitting the ball,toss ball down prior to hitting the ball,toss ball down when hitting the ball,hitting the ball after toss ball down,TN
7572859950,4,what does the lady do in the middle?,stretch the shirt after helping the baby to wear shorts,stretch the shirt after helping the baby to wear shorts,stretch the shirt before helping the baby to wear shorts,stretch the shirt prior to helping the baby to wear shorts,stretch the shirt when helping the baby to wear shorts,helping the baby to wear shorts after stretch the shirt,TN
4838145161,5,what did the cat do?,watch the water flow after it jumped into the sink with water,watch the water flow before it jumped into the sink with water,watch the water flow prior to it jumped into the sink with water,watch the water flow after it jumped into the sink with water,watch the water flow when it jumped into the sink with water,it jumped into the sink with water after watch the water flow,TN
3171006258,6,what did the man do?,stand up after he took off one of his skates,stand up before he took off one of his skates,stand up prior to he took off one of his skates,stand up when he took off one of his skates,stand up after he took off one of his skates,he took off one of his skates after stand up,TN
3270490566,6,what does the man playing the guitar on the left do?,look behind him after finishing the song,look behind him before finishing the song,look behind him prior to finishing the song,look behind him when finishing the song,look behind him after finishing the song,finishing the song after look behind him,TN
5919180502,4,what does the woman in the hat do?,says something after looking at the camera,says something before looking at the camera,says something prior to looking at the camera,says something when looking at the camera,says something after looking at the camera,looking at the camera after says something,TN
8253302563,2,what does the boy do in the middle?,sit down after standing up and look around for a while,sit down after standing up and look around for a while,sit down before standing up and look around for a while,sit down prior to standing up and look around for a while,sit down when standing up and look around for a while,standing up and look around for a while after sit down,TN
8252088130,4,what did the woman do in the middle?,walk to show camera after adjusting her hand,walk to show camera before adjusting her hand,walk to show camera prior to adjusting her hand,walk to show camera when adjusting her hand,walk to show camera after adjusting her hand,adjusting her hand after walk to show camera,TN
2821788355,7,what does the man do?,touch the water after crossing the wave caused by the speedboat,touch the water before crossing the wave caused by the speedboat,touch the water prior to crossing the wave caused by the speedboat,touch the water when crossing the wave caused by the speedboat,touch the water after crossing the wave caused by the speedboat,crossing the wave caused by the speedboat after touch the water,TN
4859057828,1,what did the two other ladies do at the start?,put arms around each other after the lady in yellow stretch her arms out,put arms around each other before the lady in yellow stretch her arms out,put arms around each other prior to the lady in yellow stretch her arms out,put arms around each other after the lady in yellow stretch her arms out,put arms around each other when the lady in yellow stretch her arms out,the lady in yellow stretch her arms out after put arms around each other,TN
2552130183,9,what does the baby do?,trying to walk after holding tight to the lady s fingers,trying to walk before holding tight to the lady s fingers,trying to walk prior to holding tight to the lady s fingers,trying to walk after holding tight to the lady s fingers,trying to walk when holding tight to the lady s fingers,holding tight to the lady s fingers after trying to walk,TN
10030609934,11,what did the boy do at the end of the video?,look over fence of porch after he walked away,look over fence of porch before he walked away,look over fence of porch prior to he walked away,look over fence of porch after he walked away,look over fence of porch when he walked away,he walked away after look over fence of porch,TN
7453733046,12,what did the boy in black do?,walk to playground after filling his cup with water,walk to playground after filling his cup with water,walk to playground before filling his cup with water,walk to playground prior to filling his cup with water,walk to playground when filling his cup with water,filling his cup with water after walk to playground,TN
5521781780,0,what does the man in grey do at the start?,take picture of the wall after taking a photo of the first structure,take picture of the wall before taking a photo of the first structure,take picture of the wall after taking a photo of the first structure,take picture of the wall prior to taking a photo of the first structure,take picture of the wall when taking a photo of the first structure,taking a photo of the first structure after take picture of the wall,TN
5885887012,5,what does the baby do?,balancing herself after she puts both hands on the pole,balancing herself after she puts both hands on the pole,balancing herself before she puts both hands on the pole,balancing herself prior to she puts both hands on the pole,balancing herself when she puts both hands on the pole,she puts both hands on the pole after balancing herself,TN
3321261856,1,what did the cat do?,touch it after looking at the bait that the girl is holding,touch it before looking at the bait that the girl is holding,touch it prior to looking at the bait that the girl is holding,touch it when looking at the bait that the girl is holding,touch it after looking at the bait that the girl is holding,looking at the bait that the girl is holding after touch it,TN
4970148391,10,what does the boy do?,drop bat and take off cap after hitting the second balloon,drop bat and take off cap before hitting the second balloon,drop bat and take off cap prior to hitting the second balloon,drop bat and take off cap after hitting the second balloon,drop bat and take off cap when hitting the second balloon,hitting the second balloon after drop bat and take off cap,TN
11670386946,4,what does the man in brown do in the middle?,looks at paper after smiling at the camera,looks at paper before smiling at the camera,looks at paper prior to smiling at the camera,looks at paper after smiling at the camera,looks at paper when smiling at the camera,smiling at the camera after looks at paper,TN
3060478605,3,what did the lady do in the middle?,turned to right side after stopping the horse,turned to right side after stopping the horse,turned to right side before stopping the horse,turned to right side prior to stopping the horse,turned to right side when stopping the horse,stopping the horse after turned to right side,TN
13919236672,6,what did the girl do at the beginning of the video?,pick up something after she turned around herself,pick up something before she turned around herself,pick up something prior to she turned around herself,pick up something when she turned around herself,pick up something after she turned around herself,she turned around herself after pick up something,TN
4006608424,6,what does the man do near the middle?,runs backward after getting off the swing,runs backward before getting off the swing,runs backward prior to getting off the swing,runs backward when getting off the swing,getting off the swing after runs backward,runs backward after getting off the swing,TN
10597533885,5,what does the baby do at the end?,goes back to the original house after playing with the toy house in yellow,goes back to the original house before playing with the toy house in yellow,goes back to the original house prior to playing with the toy house in yellow,goes back to the original house when playing with the toy house in yellow,goes back to the original house after playing with the toy house in yellow,playing with the toy house in yellow after goes back to the original house,TN
2782658657,1,what does the girl in white do at the beginning?,turn behind after looking down,turn behind after looking down,turn behind before looking down,turn behind prior to looking down,turn behind when looking down,looking down after turn behind,TN
6754608321,6,what does the girl do in the middle?,touch the baby s stomach after hugging the baby,touch the baby s stomach before hugging the baby,touch the baby s stomach prior to hugging the baby,touch the baby s stomach when hugging the baby,touch the baby s stomach after hugging the baby,hugging the baby after touch the baby s stomach,TN
8064178441,6,what did the girl do?,keep it standing after the baby put down the toy,keep it standing before the baby put down the toy,keep it standing after the baby put down the toy,keep it standing prior to the baby put down the toy,keep it standing when the baby put down the toy,the baby put down the toy after keep it standing,TN
6624174621,3,what did the lady do?,blow candles after standing up,blow candles before standing up,blow candles prior to standing up,blow candles when standing up,blow candles after standing up,standing up after blow candles,TN
3046900922,4,what does the man do?,walk backwards after putting the child down,walk backwards after putting the child down,walk backwards before putting the child down,walk backwards prior to putting the child down,walk backwards when putting the child down,putting the child down after walk backwards,TN
8627074061,2,what did the lady do?,unfold it after she took out a green art piece from the bag,unfold it after she took out a green art piece from the bag,unfold it before she took out a green art piece from the bag,unfold it prior to she took out a green art piece from the bag,unfold it when she took out a green art piece from the bag,she took out a green art piece from the bag after unfold it,TN
6160414832,8,what is the boy in yellow do?,pick the dice up after the man in black placed the dices in one corner,pick the dice up before the man in black placed the dices in one corner,pick the dice up after the man in black placed the dices in one corner,pick the dice up prior to the man in black placed the dices in one corner,pick the dice up when the man in black placed the dices in one corner,the man in black placed the dices in one corner after pick the dice up,TN
8171216955,7,what did the girl do?,moves backward after hitting the toy everytime,moves backward before hitting the toy everytime,moves backward prior to hitting the toy everytime,moves backward when hitting the toy everytime,moves backward after hitting the toy everytime,hitting the toy everytime after moves backward,TN
2920952624,9,what does the shorter woman do?,open fridge after talking with the taller woman,open fridge before talking with the taller woman,open fridge prior to talking with the taller woman,open fridge after talking with the taller woman,open fridge when talking with the taller woman,talking with the taller woman after open fridge,TN
9498159305,6,what did the penguin do?,look around after breaking at the earphones,look around before breaking at the earphones,look around after breaking at the earphones,look around prior to breaking at the earphones,look around when breaking at the earphones,breaking at the earphones after look around,TN
3270490566,4,what does the man playing the drum do?,wave to someone after finishing the song,wave to someone before finishing the song,wave to someone after finishing the song,wave to someone prior to finishing the song,wave to someone when finishing the song,finishing the song after wave to someone,TN
3124551255,5,what does the boy do at the start?,talk to the lady after looking up,talk to the lady before looking up,talk to the lady prior to looking up,talk to the lady after looking up,talk to the lady when looking up,looking up after talk to the lady,TN
4444192938,9,what did the boy in red do?,looked at the ground after the girl in pink touched his bag,looked at the ground before the girl in pink touched his bag,looked at the ground after the girl in pink touched his bag,looked at the ground prior to the girl in pink touched his bag,looked at the ground when the girl in pink touched his bag,the girl in pink touched his bag after looked at the ground,TN
3960291106,6,what does the man in white do?,wipe his eyes with towel after covering his mouth using his hand,wipe his eyes with towel before covering his mouth using his hand,wipe his eyes with towel after covering his mouth using his hand,wipe his eyes with towel prior to covering his mouth using his hand,wipe his eyes with towel when covering his mouth using his hand,covering his mouth using his hand after wipe his eyes with towel,TN
5902452647,5,what does the woman in jeans do at the end?,takes a photo after moving her knees,takes a photo after moving her knees,takes a photo before moving her knees,takes a photo prior to moving her knees,takes a photo when moving her knees,moving her knees after takes a photo,TN
5854324479,5,what does the man in dark brown do at the end?,walk back after making a few hand gestures and smiles,walk back before making a few hand gestures and smiles,walk back prior to making a few hand gestures and smiles,walk back when making a few hand gestures and smiles,walk back after making a few hand gestures and smiles,making a few hand gestures and smiles after walk back,TN
2547885226,5,what does the kid do right?,kicks sand off his shoes after standing up,kicks sand off his shoes before standing up,kicks sand off his shoes after standing up,kicks sand off his shoes prior to standing up,kicks sand off his shoes when standing up,standing up after kicks sand off his shoes,TN
2705374471,5,what does the baby do in the middle of the video?,turn his head after stretching his arms and legs,turn his head before stretching his arms and legs,turn his head after stretching his arms and legs,turn his head prior to stretching his arms and legs,turn his head when stretching his arms and legs,stretching his arms and legs after turn his head,TN
4635309062,6,what does the man in white do near the end?,washing hands after the man in black picks up the white bowl,washing hands before the man in black picks up the white bowl,washing hands prior to the man in black picks up the white bowl,washing hands after the man in black picks up the white bowl,washing hands when the man in black picks up the white bowl,the man in black picks up the white bowl after washing hands,TN
6183104292,1,what does the tiger do?,eat after the man poured the food,eat before the man poured the food,eat prior to the man poured the food,eat when the man poured the food,eat after the man poured the food,the man poured the food after eat,TN
3192668394,7,what does the man in black do?,drink after wiping his mouth,drink before wiping his mouth,drink after wiping his mouth,drink prior to wiping his mouth,drink when wiping his mouth,wiping his mouth after drink,TN
6244675392,8,what does the cat do?,jumps down after the man leans backwards,jumps down before the man leans backwards,jumps down prior to the man leans backwards,jumps down when the man leans backwards,the man leans backwards after jumps down,jumps down after the man leans backwards,TN
5667931404,5,what happens to the truck?,shifted forward after the boy stands up,shifted forward before the boy stands up,shifted forward prior to the boy stands up,shifted forward when the boy stands up,the boy stands up after shifted forward,shifted forward after the boy stands up,TN
7308042410,6,what did the girl do with the sandpaper?,put it away after she finished smoothing the pot,put it away before she finished smoothing the pot,put it away prior to she finished smoothing the pot,put it away after she finished smoothing the pot,put it away when she finished smoothing the pot,she finished smoothing the pot after put it away,TN
5623068492,8,what does the man with black hair do?,move the defender after the man with white hair bend his head down,move the defender after the man with white hair bend his head down,move the defender before the man with white hair bend his head down,move the defender prior to the man with white hair bend his head down,move the defender when the man with white hair bend his head down,the man with white hair bend his head down after move the defender,TN
7888256388,1,what did the dog do?,sniff her shoe after the lady removed her hands,sniff her shoe before the lady removed her hands,sniff her shoe prior to the lady removed her hands,sniff her shoe when the lady removed her hands,the lady removed her hands after sniff her shoe,sniff her shoe after the lady removed her hands,TN
2809330695,8,what happens to the tiger toy?,swing around fast after the baby kicks it,swing around fast before the baby kicks it,swing around fast prior to the baby kicks it,swing around fast after the baby kicks it,swing around fast when the baby kicks it,the baby kicks it after swing around fast,TN
4882821564,6,what did the boy do?,walk to the sofa after he walked towards the woman with a present,walk to the sofa after he walked towards the woman with a present,walk to the sofa before he walked towards the woman with a present,walk to the sofa prior to he walked towards the woman with a present,walk to the sofa when he walked towards the woman with a present,he walked towards the woman with a present after walk to the sofa,TN
3960291106,7,what does the woman in black do at the end of the video?,claps after putting her hands on her face,claps before putting her hands on her face,claps prior to putting her hands on her face,claps after putting her hands on her face,claps when putting her hands on her face,putting her hands on her face after claps,TN
11244289523,6,what did the lady in black do at the beginning?,eats it after picking up the lettuce,eats it after picking up the lettuce,eats it before picking up the lettuce,eats it prior to picking up the lettuce,eats it when picking up the lettuce,picking up the lettuce after eats it,TN
4626535366,5,what did the children do?,bow down after their presentation,bow down before their presentation,bow down prior to their presentation,bow down when their presentation,bow down after their presentation,their presentation after bow down,TN
4336654741,7,what does the baby do at the end?,imitate her after the lady shakes her head,imitate her after the lady shakes her head,imitate her before the lady shakes her head,imitate her prior to the lady shakes her head,imitate her when the lady shakes her head,the lady shakes her head after imitate her,TN
3124551255,7,what does the brown dog do at the start?,crawled to the toy after sniffing the boy,crawled to the toy before sniffing the boy,crawled to the toy after sniffing the boy,crawled to the toy prior to sniffing the boy,crawled to the toy when sniffing the boy,sniffing the boy after crawled to the toy,TN
6168295272,8,what did the girl in blue do?,walk to lady in blue after she finished dancing,walk to lady in blue before she finished dancing,walk to lady in blue prior to she finished dancing,walk to lady in blue when she finished dancing,walk to lady in blue after she finished dancing,she finished dancing after walk to lady in blue,TN
8464056582,6,what does the baby do in the middle?,crawl after sitting for a while,crawl before sitting for a while,crawl after sitting for a while,crawl prior to sitting for a while,crawl when sitting for a while,sitting for a while after crawl,TN
9208803675,3,what does the lady in green do at the start?,swing after the lady in red gives her a push,swing before the lady in red gives her a push,swing prior to the lady in red gives her a push,swing after the lady in red gives her a push,swing when the lady in red gives her a push,the lady in red gives her a push after swing,TN
4761953886,3,what does the dog do at the end?,leave after sitting up,leave after sitting up,leave before sitting up,leave prior to sitting up,leave when sitting up,sitting up after leave,TN
4094488636,3,what did the black dog do nearing the end?,walk after the brown dog walked away from the pole,walk before the brown dog walked away from the pole,walk prior to the brown dog walked away from the pole,walk after the brown dog walked away from the pole,walk when the brown dog walked away from the pole,the brown dog walked away from the pole after walk,TN
7059877301,9,what did the light brown dog do?,went to another tub after it got out from the tub near the end of the video,went to another tub before it got out from the tub near the end of the video,went to another tub after it got out from the tub near the end of the video,went to another tub prior to it got out from the tub near the end of the video,went to another tub when it got out from the tub near the end of the video,it got out from the tub near the end of the video after went to another tub,TN
7531285946,5,what did the cameraman do?,climb ladder after the lady crossed over to the other side,climb ladder before the lady crossed over to the other side,climb ladder prior to the lady crossed over to the other side,climb ladder when the lady crossed over to the other side,the lady crossed over to the other side after climb ladder,climb ladder after the lady crossed over to the other side,TN
5586394125,8,what did the dog with white leash do?,sniff the ball after moving away from the woman,sniff the ball before moving away from the woman,sniff the ball after moving away from the woman,sniff the ball prior to moving away from the woman,sniff the ball when moving away from the woman,moving away from the woman after sniff the ball,TN
4412508597,0,what does the boy do?,make funny faces after tying the strape around his wrist,make funny faces before tying the strape around his wrist,make funny faces prior to tying the strape around his wrist,make funny faces when tying the strape around his wrist,make funny faces after tying the strape around his wrist,tying the strape around his wrist after make funny faces,TN
6233408665,5,what did the lady in pink do?,clasp her hands after she adjusted her shirt,clasp her hands after she adjusted her shirt,clasp her hands before she adjusted her shirt,clasp her hands prior to she adjusted her shirt,clasp her hands when she adjusted her shirt,she adjusted her shirt after clasp her hands,TN
12392885583,4,what did the boy do?,turn around after he got the pacifier,turn around before he got the pacifier,turn around prior to he got the pacifier,turn around after he got the pacifier,turn around when he got the pacifier,he got the pacifier after turn around,TN
2567843468,6,what does the girl do at the beginning?,grab starfish after splashing the water,grab starfish before splashing the water,grab starfish prior to splashing the water,grab starfish when splashing the water,splashing the water after grab starfish,grab starfish after splashing the water,TN
4219909195,8,what did the girl do?,look to her left after she sat down,look to her left after she sat down,look to her left before she sat down,look to her left prior to she sat down,look to her left when she sat down,she sat down after look to her left,TN
6205856607,3,what does the girl do?,face the man after tucking her hair behind her ear,face the man after tucking her hair behind her ear,face the man before tucking her hair behind her ear,face the man prior to tucking her hair behind her ear,face the man when tucking her hair behind her ear,tucking her hair behind her ear after face the man,TN
3322503255,5,what did the person man in the middle do?,walk towards plane after the person on the right stopped doing hand gestures,walk towards plane before the person on the right stopped doing hand gestures,walk towards plane prior to the person on the right stopped doing hand gestures,walk towards plane when the person on the right stopped doing hand gestures,the person on the right stopped doing hand gestures after walk towards plane,walk towards plane after the person on the right stopped doing hand gestures,TN
11565498775,7,what happens to the structure?,nothing after the boy moves the handle up,nothing before the boy moves the handle up,nothing prior to the boy moves the handle up,nothing after the boy moves the handle up,nothing when the boy moves the handle up,the boy moves the handle up after nothing,TN
